,Earnings Estimate,Current Qtr. (Apr 2019),Next Qtr. (Jul 2019),Current Year (2020),Next Year (2021)
0,No. of Analysts,23.0,22.0,29.0,29.0
1,Avg. Estimate,1.02,1.11,4.98,5.43
2,Low Estimate,0.91,1.03,4.77,5.11
3,High Estimate,1.11,1.16,5.3,5.81
4,Year Ago EPS,1.14,1.17,4.75,4.98
,Revenue Estimate,Current Qtr. (Apr 2019),Next Qtr. (Jul 2019),Current Year (2020),Next Year (2021)
0,No. of Analysts,20,20,27,27
1,Avg. Estimate,1.02B,1.08B,4.56B,4.77B
2,Low Estimate,996M,1.06B,4.49B,4.63B
3,High Estimate,1.04B,1.1B,4.66B,4.93B
4,Year Ago Sales,1.03B,1.08B,4.44B,4.56B
5,Sales Growth (year/est),-1.60%,0.50%,2.70%,4.60%
,Earnings History,4/29/2018,7/30/2018,10/30/2018,1/30/2019
0,EPS Est.,0.83,1.01,0.77,1.6
1,EPS Actual,1.14,1.17,0.77,1.67
2,Difference,0.31,0.16,0,0.07
3,Surprise %,37.30%,15.80%,0.00%,4.40%
,EPS Trend,Current Qtr. (Apr 2019),Next Qtr. (Jul 2019),Current Year (2020),Next Year (2021)
0,Current Estimate,1.02,1.11,4.98,5.43
1,7 Days Ago,1.02,1.11,4.98,5.43
2,30 Days Ago,1.02,1.11,4.96,5.41
3,60 Days Ago,1.05,1.12,4.93,5.38
4,90 Days Ago,1.05,1.12,4.95,5.43
,EPS Revisions,Current Qtr. (Apr 2019),Next Qtr. (Jul 2019),Current Year (2020),Next Year (2021)
0,Up Last 7 Days,1,N/A,1,N/A
1,Up Last 30 Days,1,1,1,1
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,N/A,N/A,N/A,N/A
,Growth Estimates,TIF,Industry,Sector,S&P 500
0,Current Qtr.,-10.50%,N/A,N/A,0.02
1,Next Qtr.,-5.10%,N/A,N/A,0.04
2,Current Year,4.80%,N/A,N/A,0.05
3,Next Year,9.00%,N/A,N/A,0.11
4,Next 5 Years (per annum),8.95%,N/A,N/A,0.10
5,Past 5 Years (per annum),2.23%,N/A,N/A,N/A
