,Earnings Estimate,Current Qtr. (May 2019),Next Qtr. (Aug 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,1.0,1.0,1,1.0
1,Avg. Estimate,0.36,0.37,1.16,1.43
2,Low Estimate,0.36,0.37,1.16,1.43
3,High Estimate,0.36,0.37,1.16,1.43
4,Year Ago EPS,0.34,2.03,N/A,1.16
,Revenue Estimate,Current Qtr. (May 2019),Next Qtr. (Aug 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,1,1,1,1
1,Avg. Estimate,988.4M,1.01B,3.82B,4.1B
2,Low Estimate,988.4M,1.01B,3.82B,4.1B
3,High Estimate,988.4M,1.01B,3.82B,4.1B
4,Year Ago Sales,N/A,N/A,5.01B,3.82B
5,Sales Growth (year/est),N/A,N/A,-23.70%,7.20%
,Earnings History,3/30/2018,6/29/2018,9/29/2018,2/27/2019
0,EPS Est.,0.32,1.88,0.57,0.32
1,EPS Actual,0.34,2.03,0.56,0.14
2,Difference,0.02,0.15,-0.01,-0.18
3,Surprise %,6.30%,8.00%,-1.80%,-56.20%
,EPS Trend,Current Qtr. (May 2019),Next Qtr. (Aug 2019),Current Year (2019),Next Year (2020)
0,Current Estimate,0.36,0.37,1.16,1.43
1,7 Days Ago,0.32,0.34,1.26,1.32
2,30 Days Ago,0.32,0.34,1.26,1.52
3,60 Days Ago,0.0,0.0,0.0,0.0
4,90 Days Ago,0.0,0.0,0.0,0.0
,EPS Revisions,Current Qtr. (May 2019),Next Qtr. (Aug 2019),Current Year (2019),Next Year (2020)
0,Up Last 7 Days,1,1,N/A,1
1,Up Last 30 Days,1,N/A,1,1
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,N/A,N/A,1,N/A
,Growth Estimates,JEF,Industry,Sector,S&P 500
0,Current Qtr.,5.90%,N/A,N/A,-0.02
1,Next Qtr.,-81.80%,N/A,N/A,0.04
2,Current Year,N/A,N/A,N/A,0.05
3,Next Year,23.30%,N/A,N/A,0.11
4,Next 5 Years (per annum),18.00%,N/A,N/A,0.10
5,Past 5 Years (per annum),24.78%,N/A,N/A,N/A
