,Earnings Estimate,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,22.0,22.0,24.0,23.0
1,Avg. Estimate,0.21,0.42,1.77,2.02
2,Low Estimate,0.18,0.36,1.49,1.8
3,High Estimate,0.36,0.49,1.9,2.24
4,Year Ago EPS,0.28,0.48,1.88,1.77
,Revenue Estimate,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,20,20,22,21
1,Avg. Estimate,982.95M,1.11B,4.49B,4.64B
2,Low Estimate,957.5M,1.05B,4.34B,4.46B
3,High Estimate,995.68M,1.18B,4.65B,4.84B
4,Year Ago Sales,1.08B,1.2B,4.65B,4.49B
5,Sales Growth (year/est),-9.20%,-7.80%,-3.40%,3.30%
,Earnings History,3/30/2018,6/29/2018,9/29/2018,12/30/2018
0,EPS Est.,0.26,0.44,0.45,0.57
1,EPS Actual,0.28,0.48,0.54,0.59
2,Difference,0.02,0.04,0.09,0.02
3,Surprise %,7.70%,9.10%,20.00%,3.50%
,EPS Trend,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,Current Estimate,0.21,0.42,1.77,2.02
1,7 Days Ago,0.21,0.42,1.77,2.02
2,30 Days Ago,0.21,0.43,1.75,2.0
3,60 Days Ago,0.21,0.43,1.78,2.01
4,90 Days Ago,0.37,0.51,2.04,2.21
,EPS Revisions,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,Up Last 7 Days,1,N/A,N/A,N/A
1,Up Last 30 Days,1,N/A,N/A,N/A
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,N/A,1,1,1
,Growth Estimates,JNPR,Industry,Sector,S&P 500
0,Current Qtr.,-25.00%,N/A,N/A,-0.02
1,Next Qtr.,-12.50%,N/A,N/A,0.04
2,Current Year,-5.90%,N/A,N/A,0.05
3,Next Year,14.10%,N/A,N/A,0.11
4,Next 5 Years (per annum),13.23%,N/A,N/A,0.10
5,Past 5 Years (per annum),6.93%,N/A,N/A,N/A
