,Earnings Estimate,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,10.0,10.0,17.0,17.0
1,Avg. Estimate,1.05,1.01,4.12,4.4
2,Low Estimate,0.99,0.89,4.03,4.35
3,High Estimate,1.14,1.07,4.18,4.46
4,Year Ago EPS,0.96,1.01,3.95,4.12
,Revenue Estimate,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,No. of Analysts,6,6,11,12
1,Avg. Estimate,4.22B,4.1B,16.76B,17.2B
2,Low Estimate,3.89B,3.74B,16B,16.29B
3,High Estimate,4.71B,4.39B,17.92B,18.67B
4,Year Ago Sales,4B,4.01B,16.2B,16.76B
5,Sales Growth (year/est),5.60%,2.10%,3.50%,2.60%
,Earnings History,3/30/2018,6/29/2018,9/29/2018,12/30/2018
0,EPS Est.,0.98,0.88,1.21,0.71
1,EPS Actual,0.96,1.01,1.26,0.72
2,Difference,-0.02,0.13,0.05,0.01
3,Surprise %,-2.00%,14.80%,4.10%,1.40%
,EPS Trend,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,Current Estimate,1.05,1.01,4.12,4.4
1,7 Days Ago,1.04,1.01,4.12,4.4
2,30 Days Ago,1.03,1.0,4.12,4.4
3,60 Days Ago,1.04,1.01,4.12,4.39
4,90 Days Ago,1.03,1.0,4.12,4.38
,EPS Revisions,Current Qtr. (Mar 2019),Next Qtr. (Jun 2019),Current Year (2019),Next Year (2020)
0,Up Last 7 Days,1,N/A,N/A,N/A
1,Up Last 30 Days,3,N/A,1,N/A
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,N/A,1,N/A,1
,Growth Estimates,AEP,Industry,Sector,S&P 500
0,Current Qtr.,9.40%,N/A,N/A,-0.02
1,Next Qtr.,N/A,N/A,N/A,0.04
2,Current Year,4.30%,N/A,N/A,0.05
3,Next Year,6.80%,N/A,N/A,0.11
4,Next 5 Years (per annum),5.96%,N/A,N/A,0.10
5,Past 5 Years (per annum),3.60%,N/A,N/A,N/A
