,assoc,values
0,they sell,"news chairman jonathan w. ayers sold 30,000 shares idexx laboratories stock transaction dated thursday august 23rd ."
1,they sell,"shares sold average price 245.50 total value 7,365,000.00 ."
2,they sell,"also ceo jonathan w. ayers sold 7,000 shares idexx laboratories stock transaction dated tuesday august 21st ."
3,they sell,"shares sold average price 243.20 total transaction 1,702,400.00 ."
4,they sell,"last three months insiders sold 70,129 shares company stock valued 17,159,219 ."
5,they sell,13.81 billion sales expected walt disney co dis quarter marriott international inc nasdaq mar shares sold dnb asset management robeco institutional asset management b.v. grew stake shares idexx laboratories inc. nasdaq idxx 5.6 3rd quarter according company recent filing securities exchange commission .
6,they sell,several institutional investors also recently bought sold shares company .
7,they buy,"valeo financial advisors llc bought new stake idexx laboratories second quarter worth 134,000 ."
8,they buy,"cerebellum gp llc bought new stake idexx laboratories second quarter worth 181,000 ."
9,they buy,"winthrop advisory group llc bought new stake idexx laboratories second quarter worth 206,000 ."
10,they buy,"finally kcm investment advisors llc bought new stake idexx laboratories second quarter worth 210,000 ."
11,they buy,bidaskclub cut shares idexx laboratories strong-buy rating buy rating report tuesday september 11th .
12,they buy,zacks investment research cut shares idexx laboratories buy rating hold rating report monday july 9th .
13,they buy,stifel nicolaus upped price objective shares idexx laboratories 225.00 260.00 gave stock buy rating report tuesday july 10th .
14,they buy,finally piper jaffray companies upped price objective shares idexx laboratories 236.00 gave stock overweight rating report wednesday august 1st .
15,they sell,one equities research analyst rated stock sell rating two assigned hold rating six assigned buy rating company stock .
16,they buy,idexx laboratories currently consensus rating buy average price target 244.00 .
17,they sell,"idexx laboratories news ceo jonathan w. ayers sold 7,000 shares business stock transaction thursday august 23rd ."
18,they sell,"shares sold average price 247.33 total transaction 1,731,310.00 ."
19,they sell,"also vp jacqueline studer sold 8,598 shares business stock transaction monday august 6th ."
20,they sell,"stock sold average price 242.37 total transaction 2,083,897.26 ."
21,they sell,"last three months insiders sold 70,129 shares company stock valued 17,159,219 ."
22,they buy,charter communications inc nasdaq chtr shares bought aperio group llc exponent inc. expo position lowered rice hall james associates llc bidaskclub upgraded shares idexx laboratories nasdaq idxx hold rating buy rating research report sent investors tuesday october 2nd .
23,they buy,zacks investment research raised idexx laboratories hold rating buy rating set 255.00 price objective company research report monday june 18th .
24,they buy,piper jaffray companies lifted price objective idexx laboratories 236.00 gave company overweight rating research report wednesday august 1st .
25,they buy,finally stifel nicolaus boosted price target idexx laboratories 225.00 260.00 gave stock buy rating research report tuesday july 10th .
26,they sell,one research analyst rated stock sell rating two given hold rating six assigned buy rating stock .
27,they buy,idexx laboratories currently average rating buy average price target 244.00 .
28,they sell,"also vp jacqueline studer sold 8,598 shares business stock transaction dated monday august 6th ."
29,they sell,"shares sold average price 242.37 total value 2,083,897.26 ."
30,they sell,"insiders sold total 70,129 shares company stock valued 17,159,219 last three months ."
31,they buy,"valeo financial advisors llc bought new position idexx laboratories second quarter valued 134,000 ."
32,they buy,"three peaks capital management llc bought new stake shares idexx laboratories 1st quarter valued approximately 108,000 ."
33,they buy,"cerebellum gp llc bought new stake shares idexx laboratories 2nd quarter valued approximately 181,000 ."
34,they buy,"featured story benefits drawbacks dollar cost averagingviewcount type=a id=1091839 keyword idexx laboratories nasdaq idxx idxx medical,45168d10 upgrade bidaskclubratings:4,6 nasdaq idxxrefreshed3 receive news ratings idexx laboratories daily enter email address receive concise daily summary latest news analysts ratings idexx laboratories related companies marketbeat.com free daily email newsletter ."
35,they buy,"cerebellum gp llc bought new stake shares idexx laboratories 2nd quarter valued 181,000 ."
36,they buy,"financial gravity wealth inc. bought new stake shares idexx laboratories 1st quarter valued 191,000 ."
37,they buy,bidaskclub downgraded idexx laboratories buy rating hold rating research report tuesday october 9th .
38,they buy,zacks investment research downgraded idexx laboratories buy rating hold rating research report monday august 6th .
39,they buy,piper jaffray companies lifted price target idexx laboratories 236.00 gave company overweight rating research report wednesday august 1st .
40,they buy,finally stifel nicolaus lifted price target idexx laboratories 225.00 260.00 gave company buy rating research report tuesday july 10th .
41,they sell,one analyst rated stock sell rating two issued hold rating six assigned buy rating stock .
42,they buy,company consensus rating buy consensus target price 244.00 .
43,they buy,idexx laboratories news director bruce l. claflin bought 415 shares idexx laboratories stock transaction dated friday august 3rd .
44,they sell,"also ceo jonathan w. ayers sold 7,000 shares business stock transaction occurred tuesday august 21st ."
45,they sell,"shares sold average price 243.20 total value 1,702,400.00 ."
46,they sell,"insiders sold 70,129 shares company stock valued 17,159,219 last quarter ."
