,Earnings Estimate,Current Qtr. (Apr 2019),Next Qtr. (Jul 2019),Current Year (2020),Next Year (2021)
0,No. of Analysts,23.0,23.0,27.0,26.0
1,Avg. Estimate,0.72,0.42,2.19,2.38
2,Low Estimate,0.6,0.32,1.95,1.97
3,High Estimate,0.84,0.44,2.25,2.65
4,Year Ago EPS,0.73,0.41,2.11,2.19
,Revenue Estimate,Current Qtr. (Apr 2019),Next Qtr. (Jul 2019),Current Year (2020),Next Year (2021)
0,No. of Analysts,18,17,24,23
1,Avg. Estimate,37.21B,28.32B,123.06B,126.3B
2,Low Estimate,36.57B,27.8B,121.29B,124.42B
3,High Estimate,38.21B,28.71B,128.16B,128.43B
4,Year Ago Sales,37.53B,27.87B,121.16B,123.06B
5,Sales Growth (year/est),-0.80%,1.60%,1.60%,2.60%
,Earnings History,4/29/2018,7/30/2018,10/30/2018,1/30/2019
0,EPS Est.,0.63,0.38,0.43,0.52
1,EPS Actual,0.73,0.41,0.48,0.48
2,Difference,0.1,0.03,0.05,-0.04
3,Surprise %,15.90%,7.90%,11.60%,-7.70%
,EPS Trend,Current Qtr. (Apr 2019),Next Qtr. (Jul 2019),Current Year (2020),Next Year (2021)
0,Current Estimate,0.72,0.42,2.19,2.38
1,7 Days Ago,0.72,0.42,2.19,2.38
2,30 Days Ago,0.72,0.42,2.19,2.38
3,60 Days Ago,0.73,0.42,2.21,2.38
4,90 Days Ago,0.73,0.43,2.21,2.38
,EPS Revisions,Current Qtr. (Apr 2019),Next Qtr. (Jul 2019),Current Year (2020),Next Year (2021)
0,Up Last 7 Days,N/A,1,N/A,1
1,Up Last 30 Days,1,2,1,2
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,1,N/A,N/A,N/A
,Growth Estimates,KR,Industry,Sector,S&P 500
0,Current Qtr.,-1.40%,N/A,N/A,0.02
1,Next Qtr.,2.40%,N/A,N/A,0.04
2,Current Year,3.80%,N/A,N/A,0.05
3,Next Year,8.70%,N/A,N/A,0.10
4,Next 5 Years (per annum),6.54%,N/A,N/A,0.10
5,Past 5 Years (per annum),3.48%,N/A,N/A,N/A
