,assoc,values
0,they buy,average analysts currently strong buy recommendation mean rating 4.75. comparison average recommendation month ago strong buy average rating 5.00. similarly average rating observed 2 months ago strong buy mean numerical rating 5.00 average rating observed 3 months ago strong buy mean numerical rating 5.00 .
