,assoc,values
59,they sell,two research analysts rated stock sell rating fourteen issued hold rating nine given buy rating company stock .
60,they sell,"news insider alexander r. mackenzie sold 25,642 shares company stock transaction occurred friday august 3rd ."
61,they sell,"stock sold average price 39.51 total value 1,013,115.42 ."
62,they sell,"also insider laurie j. olson sold 10,214 shares company stock transaction occurred monday august 13th ."
63,they sell,"shares sold average price 41.00 total value 418,774.00 ."
64,they sell,"last ninety days insiders sold 234,096 shares company stock valued 9,366,617 ."
65,they buy,"ballew advisors inc bought new position pfizer first quarter valued 102,000 ."
66,they buy,"fort l.p. bought new position pfizer second quarter valued 121,000 ."
67,they buy,"shaheen associates dba whitney co bought new position pfizer first quarter valued 132,000 ."
68,they buy,"bray capital advisors bought new position pfizer first quarter valued 139,000 ."
69,they buy,"finally braun bostich associates inc. bought new position pfizer first quarter valued 139,000 ."
70,they buy,smart global sgh pt lowered 40.00 barclays netapp ntap cut neutral susquehanna bancshares pfizer nyse pfe upgraded valuengine hold rating buy rating research note issued tuesday october 9th .
71,they buy,finally morgan stanley set 45.00 price objective pfizer gave stock buy rating research note thursday september 6th .
72,they sell,two equities research analysts rated stock sell rating fourteen given hold rating nine given buy rating company .
73,they sell,"pfizer news insider laurie j. olson sold 10,214 shares company stock transaction occurred monday august 13th ."
74,they sell,"stock sold average price 41.00 total value 418,774.00 ."
75,they sell,"also vp loretta v. cangialosi sold 26,814 shares company stock transaction occurred wednesday august 1st ."
76,they sell,"shares sold average price 40.16 total value 1,076,850.24 ."
77,they sell,"insiders sold 234,096 shares company stock valued 9,366,617 last ninety days ."
78,they buy,telos capital management inc. increased stake shares pfizer 18.7 third quarter .
79,they buy,oppenheimer co. inc. increased stake shares pfizer 1.6 third quarter .
80,they buy,northstar group inc. increased stake shares pfizer 19.9 third quarter .
81,they buy,barings llc increased stake shares pfizer 38.0 third quarter .
82,they buy,finally state treasurer state michigan increased stake shares pfizer 0.8 third quarter .
83,they buy,"keyword pfizer nyse pfe pfe medical,71708110 upgrade valuengineratings:3,22 nyse pferefreshed2 receive news ratings pfizer daily enter email address receive concise daily summary latest news analysts ratings pfizer related companies marketbeat.com free daily email newsletter ."
84,they buy,cantor fitzgerald set 45.00 price objective pfizer gave stock buy rating report thursday october 4th .
85,they buy,jpmorgan chase co. set 46.00 price objective pfizer gave stock buy rating report monday october 1st .
86,they buy,finally morgan stanley set 45.00 price target pfizer gave company buy rating research note thursday september 13th .
87,they sell,two research analysts rated stock sell rating fourteen given hold rating nine issued buy rating company stock .
88,they sell,"related news insider frank a. damelio sold 150,484 shares company stock transaction dated wednesday august 1st ."
89,they sell,"stock sold average price 40.00 total value 6,019,360.00 ."
90,they buy,"stock bought average price 18.00 per share total value 1,000,008.00 ."
91,they sell,"last 90 days insiders sold 234,096 shares company stock valued 9,366,617 ."
92,they buy,zacks investment research upgrades palo alto networks nyse panw buy ulta beauty inc ulta holdings cut eulav asset management pfizer inc. nyse pfe equities researchers suntrust banks raised q3 2018 earnings per share eps estimates pfizer report released wednesday october 17th zacks investment research reports .
93,they buy,cantor fitzgerald set 45.00 price objective shares pfizer gave stock buy rating research report monday august 27th .
94,they buy,jpmorgan chase co. reaffirmed buy rating shares pfizer research report tuesday july 31st .
95,they buy,zacks investment research cut shares pfizer buy rating hold rating research report monday august 6th .
96,they buy,finally deutsche bank set 45.00 price target shares pfizer gave company buy rating research report tuesday august 21st .
97,they sell,two research analysts rated stock sell rating fourteen assigned hold rating nine issued buy rating stock .
98,they sell,"also insider frank a. damelio sold 150,484 shares firm stock transaction occurred wednesday august 1st ."
99,they sell,"stock sold average price 40.00 total transaction 6,019,360.00 ."
100,they sell,"last quarter insiders sold 234,096 shares company stock valued 9,366,617 ."
101,they buy,"fort l.p. bought new position pfizer 2nd quarter worth approximately 121,000 ."
102,they buy,"selective wealth management bought new position pfizer 3rd quarter worth approximately 155,000 ."
103,they buy,"shaheen associates dba whitney co bought new position pfizer 1st quarter worth approximately 132,000 ."
104,they buy,"finally braun bostich associates inc. bought new position pfizer 1st quarter worth approximately 139,000 ."
105,they buy,name required mail published required cooke bieler lp bought new position shares pfizer inc. nyse pfe 2nd quarter according recent filing securities exchange commission .
106,they buy,"firm bought 5,600 shares biopharmaceutical company stock valued approximately 203,000 ."
107,they sell,number large investors also bought sold shares pfe .
108,they buy,"jensen investment management inc. bought new position pfizer 2nd quarter worth approximately 110,291,000 ."
109,they buy,morgan stanley set 45.00 price target shares pfizer gave stock buy rating report thursday september 13th .
110,they buy,bmo capital markets reiterated buy rating issued 44.00 price objective shares pfizer research note monday august 27th .
111,they sell,two research analysts rated stock sell rating fourteen issued hold rating nine issued buy rating company .
112,they sell,"also vp loretta v. cangialosi sold 26,814 shares pfizer stock transaction wednesday august 1st ."
113,they sell,"stock sold average price 40.16 total transaction 1,076,850.24 ."
114,they sell,"insiders sold total 234,096 shares company stock worth 9,366,617 last ninety days ."
115,they buy,firm presently buy rating biopharmaceutical company stock .
116,they buy,bmo capital markets increased target price shares pfizer 42.00 44.00 gave stock outperform rating report wednesday august 1st .
117,they buy,morgan stanley reiterated buy rating set 43.00 target price shares pfizer report monday june 11th .
118,they buy,finally zacks investment research upgraded shares pfizer hold rating buy rating set 41.00 price target stock report tuesday july 3rd .
119,they sell,two analysts rated stock sell rating fourteen issued hold rating nine issued buy rating stock .
120,they sell,"pfizer news insider laurie j. olson sold 10,214 shares firm stock transaction occurred monday august 13th ."
121,they sell,"shares sold average price 41.00 total transaction 418,774.00 ."
122,they sell,"insiders sold total 234,096 shares company stock valued 9,366,617 last three months ."
123,they sell,several large investors recently bought sold shares company .
124,they sell,"related news evp kirsten lund-jurgensen sold 20,942 shares business stock transaction dated wednesday august 1st ."
125,they sell,"shares sold average price 40.04 total transaction 838,517.68 ."
126,they sell,"last ninety days insiders sold 234,096 shares company stock valued 9,366,617 ."
127,they sell,"related news evp kirsten lund-jurgensen sold 20,942 shares business stock transaction dated wednesday august 1st ."
128,they sell,"shares sold average price 40.04 total transaction 838,517.68 ."
129,they sell,"last ninety days insiders sold 234,096 shares company stock valued 9,366,617 ."
130,they buy,cantor fitzgerald set 45.00 price target shares pfizer gave company buy rating report monday august 27th .
131,they buy,jpmorgan chase co. reissued buy rating shares pfizer report tuesday july 31st .
132,they buy,zacks investment research cut shares pfizer buy rating hold rating report monday august 6th .
133,they buy,finally deutsche bank set 45.00 target price shares pfizer gave stock buy rating report tuesday august 21st .
134,they sell,two research analysts rated stock sell rating fourteen issued hold rating nine assigned buy rating company .
135,they buy,"hc financial advisors inc. bought new stake pfizer 4th quarter worth approximately 2,685,000 ."
136,they buy,"g capital llc bought new position shares pfizer fourth quarter valued approximately 534,000 ."
137,they buy,"finally sensato investors llc bought new position shares pfizer fourth quarter valued approximately 9,374,000 ."
138,they sell,"related news vp loretta v. cangialosi sold 26,814 shares firm stock transaction dated wednesday august 1st ."
139,they sell,"stock sold average price 40.16 total transaction 1,076,850.24 ."
140,they sell,"last 90 days insiders sold 234,096 shares company stock worth 9,366,617 ."
141,they buy,zacks investment research downgraded pfizer buy rating hold rating report tuesday october 16th .
142,they sell,two equities research analysts rated stock sell rating fourteen issued hold rating nine issued buy rating company .
143,they sell,9 analysts 18 wall street brokerage firms rate pfe stock buy 2 see sell .
144,they buy,getting trading period increased 200 days stock price seen 37.59 average .
145,they buy,zacks investment research lowered shares pfizer buy rating hold rating research note tuesday october 16th .
146,they sell,two equities research analysts rated stock sell rating fourteen issued hold rating nine given buy rating stock .
147,they sell,"pfizer news insider frank a. damelio sold 150,484 shares company stock transaction dated wednesday august 1st ."
148,they sell,"shares sold average price 40.00 total value 6,019,360.00 ."
149,they sell,"also insider alexander r. mackenzie sold 25,642 shares business stock transaction occurred friday august 3rd ."
150,they sell,"shares sold average price 39.51 total transaction 1,013,115.42 ."
151,they sell,"insiders sold 234,096 shares company stock worth 9,366,617 last ninety days ."
152,they sell,"related news insider frank a. damelio sold 150,484 shares company stock transaction occurred wednesday august 1st ."
153,they sell,"shares sold average price 40.00 total transaction 6,019,360.00 ."
154,they sell,"also evp kirsten lund-jurgensen sold 20,942 shares company stock transaction occurred wednesday august 1st ."
155,they sell,"stock sold average price 40.04 total transaction 838,517.68 ."
156,they sell,"last ninety days insiders sold 234,096 shares company stock worth 9,366,617 ."
157,they buy,cantor fitzgerald set 45.00 target price pfizer gave company buy rating research report thursday october 4th .
158,they buy,morgan stanley set 45.00 target price pfizer gave company buy rating research report wednesday august 29th .
159,they buy,bank america boosted price objective shares pfizer 42.00 43.00 gave company buy rating report wednesday august 1st .
160,they sell,two research analysts rated stock sell rating fourteen assigned hold rating nine issued buy rating company .
161,they buy,"ibonds mar 2023 term corporate ex-financials etf ibce position cut confluence investment management llc internet games iog price hits 0.38 major exchanges pfizer inc. nyse pfe major shareholder pfizer inc bought 55,556 shares business stock transaction monday october 15th ."
162,they buy,morgan stanley set 45.00 price objective shares pfizer gave company buy rating research report thursday september 13th .
163,they buy,bmo capital markets reaffirmed buy rating set 44.00 price objective shares pfizer research note monday august 27th .
164,they sell,two research analysts rated stock sell rating fourteen issued hold rating nine assigned buy rating company .
165,they sell,number institutional investors hedge funds recently bought sold shares stock .
166,they sell,average consensus rating company 2.7 scale 5 equates unanimous sell rating .
167,they sell,short mean analyst recommendations calling stock sell .
168,they sell,08/03/2018 mackenzie alexander r executive vice president sold 25.64 thousand shares price per share 39.51 .
169,they sell,lund-jurgensen kirsten performs executive vice president job sold 20.94 thousand shares 838.52 thousand .
170,they buy,cantor fitzgerald reissued buy rating set 53.00 target price shares pfizer research note wednesday october 17th .
171,they buy,zacks investment research lowered pfizer buy rating hold rating research note tuesday october 16th .
172,they sell,two equities research analysts rated stock sell rating fourteen given hold rating nine issued buy rating company stock .
173,they sell,"pfizer news insider laurie j. olson sold 10,214 shares stock transaction dated monday august 13th ."
174,they sell,"stock sold average price 41.00 total value 418,774.00 ."
175,they buy,"stock bought average cost 18.00 per share total transaction 1,000,008.00 ."
176,they sell,"insiders sold total 234,096 shares company stock worth 9,366,617 last ninety days ."
177,they sell,9 11 analysts rated buy strong buy 2 advised investors desist buying stock sell already possess .
178,they buy,cantor fitzgerald reissued buy rating set 53.00 target price shares pfizer research note wednesday october 17th .
179,they buy,zacks investment research lowered pfizer buy rating hold rating research note tuesday october 16th .
180,they sell,two equities research analysts rated stock sell rating fourteen given hold rating nine issued buy rating company stock .
181,they sell,"pfizer news insider laurie j. olson sold 10,214 shares stock transaction dated monday august 13th ."
182,they sell,"stock sold average price 41.00 total value 418,774.00 ."
183,they buy,"stock bought average cost 18.00 per share total transaction 1,000,008.00 ."
184,they sell,"insiders sold total 234,096 shares company stock worth 9,366,617 last ninety days ."
185,they buy,"ballew advisors inc bought new position pfizer 1st quarter worth approximately 102,000 ."
186,they buy,"woodard co. asset management group inc. adv bought new position pfizer 4th quarter worth approximately 118,000 ."
187,they buy,"shaheen associates dba whitney co bought new position pfizer 1st quarter worth approximately 132,000 ."
188,they buy,"braun bostich associates inc. bought new position pfizer 1st quarter worth approximately 139,000 ."
189,they buy,"finally bray capital advisors bought new position pfizer 1st quarter worth approximately 139,000 ."
190,they buy,cantor fitzgerald set 45.00 price objective shares pfizer gave stock buy rating research report thursday october 4th .
191,they buy,morgan stanley set 45.00 target price shares pfizer gave company buy rating research report wednesday august 29th .
192,they buy,bank america upped target price shares pfizer 42.00 43.00 gave company buy rating research report wednesday august 1st .
193,they sell,two investment analysts rated stock sell rating fourteen assigned hold rating nine given buy rating stock .
194,they sell,"news insider alexander r. mackenzie sold 25,642 shares business stock transaction friday august 3rd ."
195,they sell,"shares sold average price 39.51 total value 1,013,115.42 ."
196,they sell,"also vp loretta v. cangialosi sold 26,814 shares company stock transaction wednesday august 1st ."
197,they sell,"stock sold average price 40.16 total transaction 1,076,850.24 ."
198,they sell,"insiders sold total 234,096 shares company stock valued 9,366,617 last three months ."
199,they sell,dropped 52 investors sold pfizer inc. shares 754 reduced holdings .
200,they buy,dean investment associate lc invested 0.95 portfolio pfizer inc. nyse pfe .
201,they buy,rhode island-based weybosset mngmt invested 0.28 pfizer inc. nyse pfe .
202,they buy,"advisory service net lc 0.48 invested pfizer inc. nyse pfe 164,137 shares ."
203,they buy,alpine woods cap investors ltd llc invested 0.18 pfizer inc. nyse pfe .
204,they sell,read ian c also sold 4.76 million worth pfizer inc. nyse pfe shares .
205,they sell,"190,117 worth stock sold cornwell w monday june 4 ."
206,they sell,among 6 analysts covering pfizer nyse pfe 4 buy rating 0 sell 2 hold .
207,they buy,firm buy rating given thursday june 7 cantor fitzgerald .
208,they buy,thursday august 23 stock rating maintained morgan stanley overweight .
209,they buy,jpmorgan chase co. reissued buy rating set 42.00 price target shares pfizer research note wednesday july 11th .
210,they buy,finally zacks investment research raised pfizer hold rating buy rating set 41.00 price target stock research note tuesday july 3rd .
211,they sell,two investment analysts rated stock sell rating fourteen assigned hold rating nine assigned buy rating company .
212,they sell,"pfizer news insider laurie j. olson sold 10,214 shares business stock transaction monday august 13th ."
213,they sell,"stock sold average price 41.00 total value 418,774.00 ."
214,they sell,"last ninety days insiders sold 234,096 shares company stock worth 9,366,617 ."
215,they buy,"pfizer inc. nyse pfe major shareholder pfizer inc bought 55,556 shares stock transaction dated monday october 15th ."
216,they sell,group sell-side analysts predict pfizer inc. post 2.99 earnings per share current fiscal year .
217,they buy,morgan stanley set 45.00 target price shares pfizer gave stock buy rating report thursday september 13th .
218,they buy,bmo capital markets reaffirmed buy rating set 44.00 target price shares pfizer report monday august 27th .
219,they sell,two equities research analysts rated stock sell rating fourteen issued hold rating nine issued buy rating company stock .
220,they sell,several hedge funds institutional investors recently bought sold shares pfe .
221,they buy,"insider selling adobe systems incorporated adbe evp sells 2,910 shares stock hornbeck offshore services inc. hos expected post earnings 0.65 per share pfizer nyse pfe upgraded equities researchers valuengine hold rating buy rating note issued investors tuesday october 9th ."
222,they buy,morgan stanley restated buy rating issued 43.00 price objective shares pfizer report monday june 11th .
223,they buy,bmo capital markets restated buy rating issued 42.00 price objective shares pfizer report thursday july 19th .
224,they buy,cantor fitzgerald set 45.00 price objective shares pfizer gave stock buy rating report wednesday july 18th .
225,they buy,finally zacks investment research upgraded shares pfizer hold rating buy rating set 41.00 price objective stock report tuesday july 3rd .
226,they sell,two research analysts rated stock sell rating fourteen issued hold rating nine given buy rating company stock .
227,they sell,"related news insider laurie j. olson sold 10,214 shares stock transaction monday august 13th ."
228,they sell,"shares sold average price 41.00 total value 418,774.00 ."
229,they sell,"also insider frank a. damelio sold 150,484 shares stock transaction wednesday august 1st ."
230,they sell,"shares sold average price 40.00 total transaction 6,019,360.00 ."
231,they sell,"insiders sold total 234,096 shares company stock worth 9,366,617 last 90 days ."
232,they buy,"keyword pfizer nyse pfe pfe medical,71708110 upgrade valuengineratings:3,22 nyse pferefreshed2 receive news ratings pfizer daily enter email address receive concise daily summary latest news analysts ratings pfizer related companies marketbeat.com free daily email newsletter ."
233,they sell,drop might tempting investor sell point fact would prove short-sighted mistake sell-side analysts think almost 20.18 gain yet come shareholders .
234,they buy,current time stock 9 buy 7 hold ratings .
235,they buy,cantor fitzgerald set 45.00 target price pfizer gave company buy rating research note thursday october 4th .
236,they buy,morgan stanley set 45.00 target price pfizer gave company buy rating research note wednesday august 29th .
237,they buy,bank america boosted price objective pfizer 42.00 43.00 gave company buy rating research note wednesday august 1st .
238,they sell,two research analysts rated stock sell rating fourteen assigned hold rating nine assigned buy rating stock .
239,they buy,"pfizer news major shareholder pfizer inc bought 55,556 shares company stock transaction monday october 15th ."
240,they sell,"also insider alexander r. mackenzie sold 25,642 shares business stock transaction occurred friday august 3rd ."
241,they sell,"shares sold average price 39.51 total value 1,013,115.42 ."
242,they sell,"last quarter insiders sold 234,096 shares company stock valued 9,366,617 ."
243,they buy,charles schwab schw posts earnings results hits estimates deutsche telekom dte given price target credit suisse group vicus capital increased stake pfizer inc. nyse pfe 21.5 2nd quarter according company recent form 13f filing securities exchange commission .
244,they sell,"pfizer news insider alexander r. mackenzie sold 25,642 shares business stock transaction occurred friday august 3rd ."
245,they sell,"stock sold average price 39.51 total transaction 1,013,115.42 ."
246,they buy,"also major shareholder pfizer inc bought 55,556 shares company stock transaction monday october 15th ."
247,they sell,"last quarter insiders sold 234,096 shares company stock valued 9,366,617 ."
248,they buy,stock increased value 0.39 last 7-day period experienced gain 0.39 past 30-day period .
249,they buy,"short-term pfizer inc. pfe 20-day average volume 21,446,865 shares short-term indicators sets pfe stock 20 buy average basis ."
250,they buy,"medium-term pfe stock 50-day average volume 19,944,719 shares medium-term indicators gave average rating 25 buy long-term period fb stock 100-day average volume 20,234,875 shares ."
251,they buy,average long-term indicators rated stock 67 buy .
252,they buy,overall picture short medium long-term indicators sets pfe stock 32 buy average basis .
253,they sell,cantor fitzgerald example initiated rating shares pfizer inc. overweight setting 45 price target shares company stock according research note friday june 8th 2018. barclays downgrade target price stock 41 38 giving stock equal weight overweight rating stated research report thursday april 5th 2018. suntrust hand reiterated hold rating stock posting 40 price target shares company stock research note dated monday january 29th 2018 .
254,they sell,meantime 19 new institutions bought shares pfizer inc. first time 10 institutions sold holdings company common stock .
255,they buy,114 institutions increased investment pfe stock 96 institutions decreased investment pfizer inc. pfe stock last quarter .
256,they buy,adsbygoogle window.adsbygoogle .push nm side bar adsbygoogle window.adsbygoogle .push pfizer nyse pfe downgraded zacks investment research buy rating hold rating research note issued investors tuesday october 16th .
257,they buy,valuengine raised shares pfizer hold rating buy rating report tuesday october 9th .
258,they buy,cantor fitzgerald set 45.00 price objective shares pfizer gave company buy rating research report thursday october 4th .
259,they sell,two analysts rated stock sell rating fourteen assigned hold rating nine given buy rating stock .
260,they buy,"stock bought average price 18.00 per share total value 1,000,008.00 ."
261,they sell,"also evp kirsten lund-jurgensen sold 20,942 shares company stock transaction dated wednesday august 1st ."
262,they sell,"shares sold average price 40.04 total transaction 838,517.68 ."
263,they sell,"insiders sold total 234,096 shares company stock valued 9,366,617 last three months ."
264,they sell,"recommended story risk tolerance investment decisions viewcount type=a id=1099772 get free copy zacks research report pfizer pfe information research offerings zacks investment research visit zacks.com keyword pfizer nyse pfe pfe medical,71708110 downgrade zacks investment researchratings:3,22 nyse pferefreshed1 receive news ratings pfizer daily enter email address receive concise daily summary latest news analysts ratings pfizer related companies marketbeat.com free daily email newsletter ."
265,they buy,zacks investment research raised shares pfizer hold rating buy rating set 41.00 price objective company report tuesday july 3rd .
266,they buy,jpmorgan chase co. reissued buy rating issued 42.00 price target shares pfizer report wednesday july 11th .
267,they buy,cantor fitzgerald set 45.00 price target shares pfizer gave company buy rating report wednesday july 11th .
268,they buy,finally bmo capital markets reaffirmed buy rating set 42.00 price objective shares pfizer research note thursday july 19th .
269,they sell,two research analysts rated stock sell rating fourteen issued hold rating nine issued buy rating company stock .
270,they buy,"stock bought average cost 18.00 per share total transaction 1,000,008.00 ."
271,they sell,"also insider laurie j. olson sold 10,214 shares pfizer stock transaction monday august 13th ."
272,they sell,"shares sold average price 41.00 total value 418,774.00 ."
273,they sell,"insiders sold 234,096 shares company stock valued 9,366,617 last three months ."
274,they buy,steward partners investment advisory llc increased holdings pfizer 25.1 2nd quarter .
275,they buy,gagnon securities llc increased holdings pfizer 61.1 1st quarter .
276,they buy,"destination wealth management increased holdings pfizer 962,667.3 2nd quarter ."
277,they buy,finally pennsylvania trust co increased holdings pfizer 10.9 2nd quarter .
278,they buy,cantor fitzgerald set 45.00 price target shares pfizer gave stock buy rating research note thursday october 4th .
279,they buy,morgan stanley set 45.00 price target shares pfizer gave stock buy rating research note wednesday august 29th .
280,they buy,bank america raised price target shares pfizer 42.00 43.00 gave stock buy rating research note wednesday august 1st .
281,they sell,two investment analysts rated stock sell rating fourteen issued hold rating nine assigned buy rating company .
282,they sell,"related news vp loretta v. cangialosi sold 26,814 shares pfizer stock transaction occurred wednesday august 1st ."
283,they sell,"shares sold average price 40.16 total value 1,076,850.24 ."
284,they sell,"insiders sold total 234,096 shares company stock valued 9,366,617 last quarter ."
285,they buy,zacks investment research downgraded pfizer buy rating hold rating report sunday july 15th .
286,they buy,bmo capital markets reiterated buy rating issued 42.00 price objective shares pfizer report thursday july 19th .
287,they buy,finally cantor fitzgerald set 45.00 price objective pfizer gave company buy rating report tuesday july 31st .
288,they sell,two research analysts rated stock sell rating thirteen given hold rating nine assigned buy rating company .
289,they sell,"related news insider laurie j. olson sold 10,214 shares business stock transaction monday august 13th ."
290,they sell,"stock sold average price 41.00 total transaction 418,774.00 ."
291,they buy,"also major shareholder pfizer inc bought 55,556 shares stock transaction occurred monday october 15th ."
292,they buy,"shares bought average cost 18.00 per share total value 1,000,008.00 ."
293,they sell,"insiders sold total 234,096 shares company stock valued 9,366,617 last three months ."
294,they sell,"sold nearly 253,294 shares purchases amounted zero shares period ."
295,they sell,12-month totals signify 4.72-to-1 sell/buy ratio .
296,they sell,08/03/2018 mackenzie alexander r executive vice president sold 25.64 thousand shares price per share 39.51 .
297,they sell,lund-jurgensen kirsten performs executive vice president job sold 20.94 thousand shares 838.52 thousand .
298,they sell,average consensus rating company 2.7 scale 5 equates unanimous sell rating .
299,they sell,short mean analyst recommendations calling stock sell .
300,they buy,ky skyscr adsbygoogle window.adsbygoogle .push posted ron greene oct 26th 2018 comments pfizer nyse pfe upgraded investment analysts valuengine hold rating buy rating report released tuesday october 9th .
301,they buy,morgan stanley reiterated buy rating set 43.00 target price shares pfizer research report monday june 11th .
302,they buy,bmo capital markets reiterated buy rating issued 42.00 price objective shares pfizer research report thursday july 19th .
303,they buy,cantor fitzgerald set 45.00 price objective shares pfizer gave stock buy rating research report wednesday july 18th .
304,they buy,finally zacks investment research upgraded shares pfizer hold rating buy rating set 41.00 price objective stock research report tuesday july 3rd .
305,they sell,two investment analysts rated stock sell rating fourteen assigned hold rating nine issued buy rating stock .
306,they sell,"pfizer news vp loretta v. cangialosi sold 26,814 shares stock transaction wednesday august 1st ."
307,they sell,"stock sold average price 40.16 total transaction 1,076,850.24 ."
308,they sell,"also insider frank a. damelio sold 150,484 shares stock transaction dated wednesday august 1st ."
309,they sell,"stock sold average price 40.00 total value 6,019,360.00 ."
310,they sell,"last three months insiders sold 234,096 shares company stock worth 9,366,617 ."
311,they sell,number large investors recently bought sold shares business .
312,they buy,"keyword pfizer nyse pfe pfe medical,71708110 upgrade valuengineratings:3,22 nyse pferefreshed2 receive news ratings pfizer daily enter email address receive concise daily summary latest news analysts ratings pfizer related companies marketbeat.com free daily email newsletter ."
313,they buy,"bank america corp de sells 7,007 shares esco technologies inc. ese sandridge energy inc. nyse sd shares bought dalton greiner hartman maher co ."
