,Earnings Estimate,Current Qtr. (Sep 2018),Next Qtr. (Dec 2018),Current Year (2018),Next Year (2019)
0,No. of Analysts,24.0,23.0,27.0,27.0
1,Avg. Estimate,0.93,0.93,3.65,4.07
2,Low Estimate,0.87,0.87,3.55,3.8
3,High Estimate,1.0,0.99,3.77,4.4
4,Year Ago EPS,0.51,0.64,2.3,3.65
,Revenue Estimate,Current Qtr. (Sep 2018),Next Qtr. (Dec 2018),Current Year (2018),Next Year (2019)
0,No. of Analysts,18,16,22,23
1,Avg. Estimate,3.03B,3.07B,12.08B,12.49B
2,Low Estimate,2.95B,2.98B,11.87B,12.18B
3,High Estimate,3.13B,3.13B,12.22B,12.78B
4,Year Ago Sales,2.74B,2.86B,11.41B,12.08B
5,Sales Growth (year/est),10.30%,7.10%,5.80%,3.40%
,Earnings History,9/29/2017,12/30/2017,3/30/2018,6/29/2018
0,EPS Est.,0.51,0.56,0.66,0.87
1,EPS Actual,0.51,0.64,0.78,1.01
2,Difference,0,0.08,0.12,0.14
3,Surprise %,0.00%,14.30%,18.20%,16.10%
,EPS Trend,Current Qtr. (Sep 2018),Next Qtr. (Dec 2018),Current Year (2018),Next Year (2019)
0,Current Estimate,0.93,0.93,3.65,4.07
1,7 Days Ago,0.92,0.93,3.64,4.06
2,30 Days Ago,0.89,0.93,3.61,4.03
3,60 Days Ago,0.89,0.92,3.6,4.01
4,90 Days Ago,0.81,0.86,3.31,3.8
,EPS Revisions,Current Qtr. (Sep 2018),Next Qtr. (Dec 2018),Current Year (2018),Next Year (2019)
0,Up Last 7 Days,5,4,6,3
1,Up Last 30 Days,14,9,14,12
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,1,1,N/A,N/A
,Growth Estimates,CSX,Industry,Sector,S&P 500
0,Current Qtr.,82.40%,N/A,N/A,0.32
1,Next Qtr.,45.30%,N/A,N/A,0.43
2,Current Year,58.70%,N/A,N/A,0.24
3,Next Year,11.50%,N/A,N/A,0.27
4,Next 5 Years (per annum),20.49%,N/A,N/A,0.11
5,Past 5 Years (per annum),9.29%,N/A,N/A,N/A
