,assoc,values
0,they sell,investors well sell-side paying close attention actual numbers compare estimates .
1,they buy,additionally 4/03/19 nomura initiates coverage xilinx inc nasdaq xlnx neutral setting price target 115 4/02/19 keybanc maintained stock overweight 145 .
2,they buy,furthermore 3/29/19 mizuho maintained stock buy 140 .
3,they sell,terms buy sell hold recommendations xilinx inc nasdaq xlnx analysts mean recommendation 2.3. according simplified 1 5 scale 1 represents strong buy 5 strong sell .
4,they sell,investors well sell-side paying close attention actual numbers compare estimates .
5,they buy,additionally 4/02/19 keybanc maintained xilinx inc nasdaq xlnx overweight setting price target 145 3/29/19 mizuho maintained stock buy 140 .
6,they sell,terms buy sell hold recommendations xilinx inc nasdaq xlnx analysts mean recommendation 2.3. according simplified 1 5 scale 1 represents strong buy 5 strong sell .
