,Date,Open,"

                                High
                                


                                        ""High"" is the highest sales price the stock has achieved during the regular trading hours, the intra-day high.
                                    



","

                                Low
                                


                                        ""Low"" is the lowest sales price the stock has fallen to during the regular trading hours, the intra-day low.
                                    



","

                                Close / Last
                                


                                        ""Close"" is the period at the end of the trading session. Sometimes used to refer to closing price.
                                    



","

                                Volume
                                


                                        ""Volume"" The closing daily official volumes represented graphically for each trading day.
                                    



"
54,                                    05/25/2018                                ,                                    43.46                                ,                                    43.62                                ,                                    43.21                                ,                                    43.26                                ,"                                    15,320,920                                "
55,                                    05/24/2018                                ,                                    43.6                                ,                                    43.97                                ,                                    43.01                                ,                                    43.57                                ,"                                    18,364,810                                "
56,                                    05/23/2018                                ,                                    43.4                                ,                                    43.7                                ,                                    42.89                                ,                                    43.68                                ,"                                    20,609,390                                "
57,                                    05/22/2018                                ,                                    43.79                                ,                                    43.91                                ,                                    43.475                                ,                                    43.65                                ,"                                    16,372,660                                "
58,                                    05/21/2018                                ,                                    43.49                                ,                                    43.94                                ,                                    43.42                                ,                                    43.75                                ,"                                    21,603,920                                "
59,                                    05/18/2018                                ,                                    43.46                                ,                                    43.57                                ,                                    43.11                                ,                                    43.21                                ,"                                    22,929,430                                "
60,                                    05/17/2018                                ,                                    43.13                                ,                                    44.16                                ,                                    43.02                                ,                                    43.46                                ,"                                    47,154,700                                "
61,                                    05/16/2018                                ,                                    45.36                                ,                                    45.55                                ,                                    45.01                                ,                                    45.16                                ,"                                    30,653,940                                "
62,                                    05/15/2018                                ,                                    45.21                                ,                                    45.55                                ,                                    44.93                                ,                                    45.48                                ,"                                    24,724,400                                "
63,                                    05/14/2018                                ,                                    45.75                                ,                                    46.23                                ,                                    45.67                                ,                                    45.7                                ,"                                    22,034,520                                "
64,                                    05/11/2018                                ,                                    46.09                                ,                                    46.27                                ,                                    45.78                                ,                                    45.93                                ,"                                    17,499,890                                "
65,                                    05/10/2018                                ,                                    46                                ,                                    46.37                                ,                                    45.67                                ,                                    46.3                                ,"                                    18,465,780                                "
